                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.5874,                0.85693,                0.90244,                0.92898,                0.86327,                 0.9018,                0.47307,                 1.7108,                0.84895,                0.90952,               0.005149,               0.005149,               0.005149
                    150,                 1.6289,                0.86186,                0.91489,                0.93956,                0.87787,                0.91755,                 0.4842,                 1.6994,                0.80974,                0.90966,               0.005116,               0.005116,               0.005116
                    151,                 1.5974,                0.85544,                0.90767,                0.92939,                 0.8813,                0.92061,                0.48129,                 1.7075,                0.81898,                0.91329,               0.005083,               0.005083,               0.005083
                    152,                 1.6002,                0.83166,                0.90877,                0.92336,                0.84957,                0.90391,                0.47711,                 1.7019,                 0.8471,                0.91127,                0.00505,                0.00505,                0.00505
                    153,                 1.5895,                0.84011,                0.90442,                0.94868,                0.84995,                0.90902,                0.48567,                 1.6903,                0.81334,                0.90426,               0.005017,               0.005017,               0.005017
                    154,                 1.5698,                0.81423,                 0.9095,                0.95005,                0.85256,                0.91169,                0.47747,                 1.7151,                0.83324,                0.90905,               0.004984,               0.004984,               0.004984
                    155,                 1.5588,                0.80717,                0.89781,                0.94668,                0.84609,                0.89702,                 0.4588,                  1.778,                0.86252,                0.91562,               0.004951,               0.004951,               0.004951
                    156,                 1.5792,                 0.8353,                0.90663,                0.94204,                0.86122,                0.91826,                0.47301,                 1.7012,                0.83174,                0.90807,               0.004918,               0.004918,               0.004918
                    157,                 1.5678,                0.79707,                0.90827,                0.92013,                0.87887,                0.90855,                0.47405,                 1.7116,                0.82012,                0.90985,               0.004885,               0.004885,               0.004885
                    158,                 1.5691,                0.82751,                0.90326,                 0.9365,                0.88043,                0.91163,                0.47796,                 1.7101,                0.84614,                0.90585,               0.004852,               0.004852,               0.004852
                    159,                 1.5598,                0.78929,                0.90373,                0.94813,                0.86409,                0.91162,                0.48521,                 1.7046,                0.83384,                0.90772,               0.004819,               0.004819,               0.004819
                    160,                 1.5694,                 0.8171,                0.90512,                0.91914,                0.87143,                0.90874,                0.47118,                 1.7148,                0.86325,                0.91277,               0.004786,               0.004786,               0.004786
                    161,                 1.5586,                0.81531,                0.89591,                0.94168,                0.87165,                0.91569,                0.48851,                 1.6791,                0.81302,                0.90303,               0.004753,               0.004753,               0.004753
                    162,                 1.5203,                0.78377,                0.89199,                0.90084,                0.86465,                0.89641,                0.46515,                 1.7324,                0.83167,                0.90972,                0.00472,                0.00472,                0.00472
                    163,                 1.5285,                0.80254,                0.89418,                0.91033,                0.86238,                0.89956,                0.47897,                 1.7232,                0.83763,                0.90475,               0.004687,               0.004687,               0.004687
                    164,                 1.5551,                0.80208,                0.89908,                 0.9234,                0.87712,                0.91496,                0.48491,                 1.7161,                0.82628,                0.91003,               0.004654,               0.004654,               0.004654
                    165,                 1.5495,                0.80118,                0.90035,                0.91673,                0.89016,                0.91921,                 0.4979,                 1.6783,                0.79707,                0.90596,               0.004621,               0.004621,               0.004621
                    166,                 1.5569,                0.80996,                0.90006,                0.94541,                0.86713,                0.91322,                0.48985,                 1.7093,                0.82468,                0.90402,               0.004588,               0.004588,               0.004588
                    167,                 1.5357,                0.78182,                0.90847,                0.94622,                0.85878,                0.90447,                0.48493,                 1.6969,                 0.8411,                0.90509,               0.004555,               0.004555,               0.004555
                    168,                 1.5416,                0.78926,                0.90075,                0.92688,                0.85884,                 0.9094,                0.49159,                 1.6709,                0.81028,                0.90201,               0.004522,               0.004522,               0.004522
                    169,                 1.5445,                0.79642,                0.91049,                0.93869,                 0.8752,                   0.92,                0.48245,                 1.6855,                0.81246,                0.90516,               0.004489,               0.004489,               0.004489
                    170,                 1.5248,                0.77309,                0.89453,                0.94386,                0.85218,                0.91187,                0.48578,                 1.6888,                0.84445,                0.90683,               0.004456,               0.004456,               0.004456
                    171,                 1.5279,                0.78118,                0.90035,                0.93585,                0.86934,                0.91937,                0.49239,                 1.6737,                0.82323,                0.90168,               0.004423,               0.004423,               0.004423
                    172,                  1.526,                0.78685,                0.89951,                0.94728,                0.87643,                0.92454,                0.48375,                 1.6838,                0.78599,                0.90462,                0.00439,                0.00439,                0.00439
                    173,                 1.5149,                0.80604,                0.89444,                0.93051,                0.88521,                0.92982,                0.49411,                 1.6978,                0.79689,                0.90717,               0.004357,               0.004357,               0.004357
                    174,                 1.5168,                0.77761,                0.89395,                0.94794,                0.86334,                0.92909,                0.49597,                 1.6943,                0.79742,                0.90723,               0.004324,               0.004324,               0.004324
                    175,                 1.4925,                0.75388,                0.88863,                0.96746,                0.84342,                0.92148,                0.48786,                 1.7052,                0.81056,                0.90461,               0.004291,               0.004291,               0.004291
                    176,                 1.5408,                0.79121,                0.89808,                0.94308,                0.86688,                0.91782,                0.48297,                  1.713,                0.82373,                0.90124,               0.004258,               0.004258,               0.004258
                    177,                  1.538,                0.78474,                0.90703,                0.93086,                0.88133,                0.90977,                0.46355,                 1.7671,                0.83449,                0.91441,               0.004225,               0.004225,               0.004225
                    178,                 1.5428,                0.79608,                0.89819,                0.94126,                0.88546,                0.91644,                 0.4926,                 1.7036,                0.80525,                0.90957,               0.004192,               0.004192,               0.004192
                    179,                 1.4906,                0.76487,                0.88544,                0.93883,                0.88128,                0.91349,                0.47399,                 1.7204,                0.80996,                0.91111,               0.004159,               0.004159,               0.004159
                    180,                 1.5386,                0.79783,                0.88976,                0.93962,                0.86596,                0.91933,                0.48443,                 1.7105,                0.81016,                0.91111,               0.004126,               0.004126,               0.004126
                    181,                 1.4993,                0.77605,                0.89731,                0.92767,                0.87668,                0.91905,                0.47462,                 1.7179,                 0.8064,                0.90723,               0.004093,               0.004093,               0.004093
                    182,                 1.4891,                0.76177,                0.88632,                0.94011,                0.88903,                0.92118,                0.47781,                 1.6907,                0.82822,                0.90256,                0.00406,                0.00406,                0.00406
                    183,                 1.4837,                0.75428,                0.88536,                0.93712,                0.89798,                0.92639,                0.49117,                 1.6997,                0.81496,                0.90586,               0.004027,               0.004027,               0.004027
                    184,                 1.5254,                 0.7739,                0.89645,                0.94151,                0.89494,                0.92487,                0.47329,                 1.7346,                0.82572,                0.90812,               0.003994,               0.003994,               0.003994
                    185,                 1.5358,                0.78773,                 0.8941,                0.94509,                0.87196,                0.92307,                0.48754,                 1.6869,                0.79282,                0.90251,               0.003961,               0.003961,               0.003961
                    186,                 1.4965,                0.75798,                0.88075,                  0.935,                0.89094,                0.91689,                 0.4854,                 1.6944,                0.81557,                0.91093,               0.003928,               0.003928,               0.003928
                    187,                 1.4919,                0.75998,                0.89089,                0.96584,                0.90274,                0.93623,                0.49428,                 1.7019,                0.79046,                0.90558,               0.003895,               0.003895,               0.003895
                    188,                 1.4869,                 0.7477,                0.89696,                0.94202,                0.89274,                0.93236,                0.49348,                 1.6814,                 0.7987,                  0.903,               0.003862,               0.003862,               0.003862
                    189,                 1.4726,                0.75369,                0.88508,                0.93481,                0.88905,                0.92352,                0.48915,                  1.694,                0.80478,                0.90327,               0.003829,               0.003829,               0.003829
                    190,                 1.4829,                0.75903,                0.89393,                0.93791,                0.87359,                0.91918,                0.49547,                 1.7008,                0.80295,                0.90297,               0.003796,               0.003796,               0.003796
                    191,                 1.5239,                0.77086,                0.89094,                0.94424,                0.87683,                0.91536,                0.48696,                 1.7015,                0.79414,                0.90689,               0.003763,               0.003763,               0.003763
                    192,                 1.4788,                0.75714,                  0.891,                0.95573,                0.85084,                0.91396,                0.47752,                 1.7242,                0.82653,                0.90935,                0.00373,                0.00373,                0.00373
                    193,                 1.4727,                0.74561,                0.89084,                 0.9578,                0.88084,                0.92728,                0.49284,                 1.7114,                0.79845,                0.90725,               0.003697,               0.003697,               0.003697
                    194,                 1.4864,                0.76585,                0.88599,                0.95796,                0.87329,                0.92732,                0.49195,                  1.681,                0.78189,                0.89877,               0.003664,               0.003664,               0.003664
                    195,                 1.4628,                0.76243,                 0.8786,                 0.9406,                 0.8874,                0.92712,                0.48849,                 1.6795,                0.80431,                0.90125,               0.003631,               0.003631,               0.003631
                    196,                 1.4588,                0.75411,                 0.8789,                 0.9577,                0.87248,                0.92529,                0.49566,                  1.682,                0.78108,                0.90369,               0.003598,               0.003598,               0.003598
                    197,                 1.4782,                0.73616,                0.88185,                0.94429,                 0.8939,                 0.9193,                0.50236,                 1.6759,                0.80962,                0.90316,               0.003565,               0.003565,               0.003565
                    198,                 1.4423,                0.74438,                0.87652,                0.95399,                0.89043,                0.92351,                0.50567,                 1.6542,                0.79641,                0.89856,               0.003532,               0.003532,               0.003532
                    199,                 1.4384,                0.73491,                0.87972,                0.94553,                0.89112,                0.92911,                0.50483,                 1.6832,                0.79288,                0.90064,               0.003499,               0.003499,               0.003499
                    200,                 1.4602,                0.73471,                0.89049,                0.95553,                0.89541,                0.93265,                0.50127,                 1.6952,                0.78531,                0.90161,               0.003466,               0.003466,               0.003466
                    201,                 1.4556,                0.73769,                0.88298,                0.90922,                 0.9053,                0.93188,                0.50263,                 1.7109,                0.79572,                0.90378,               0.003433,               0.003433,               0.003433
                    202,                 1.4036,                0.71083,                0.88265,                0.96436,                0.87379,                 0.9338,                0.50443,                 1.6883,                0.79398,                0.90378,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.4668,                0.74152,                0.87587,                0.90625,                0.92509,                0.93763,                0.50654,                 1.6576,                0.78189,                0.89863,               0.003367,               0.003367,               0.003367
                    204,                 1.4189,                0.71866,                0.87885,                0.95029,                0.90619,                0.93493,                0.49839,                  1.683,                 0.7875,                0.90027,               0.003334,               0.003334,               0.003334
                    205,                 1.4097,                0.70871,                0.87772,                0.95132,                0.89764,                0.92705,                0.50357,                 1.6645,                0.77094,                0.89922,               0.003301,               0.003301,               0.003301
                    206,                 1.4277,                 0.7268,                0.87349,                0.94244,                 0.9051,                0.92978,                0.49623,                 1.6888,                0.78143,                0.90194,               0.003268,               0.003268,               0.003268
                    207,                 1.4396,                0.72905,                 0.8841,                0.94959,                0.89881,                  0.931,                0.50281,                 1.6801,                0.77906,                 0.9005,               0.003235,               0.003235,               0.003235
                    208,                 1.4215,                0.71305,                0.87561,                0.95569,                0.89344,                0.93597,                0.49631,                   1.68,                0.77731,                0.90069,               0.003202,               0.003202,               0.003202
                    209,                 1.4462,                0.73001,                0.87234,                0.93863,                0.90029,                0.92475,                0.49309,                 1.7035,                0.78212,                0.90181,               0.003169,               0.003169,               0.003169
                    210,                 1.4402,                0.73112,                0.88474,                0.93353,                0.90802,                0.92879,                0.49796,                 1.6781,                0.79823,                0.90422,               0.003136,               0.003136,               0.003136
                    211,                 1.4143,                0.72047,                0.87781,                0.94176,                0.89267,                0.92238,                0.50019,                 1.6993,                0.79969,                0.90735,               0.003103,               0.003103,               0.003103
                    212,                 1.4401,                0.73028,                0.88351,                0.94918,                0.88835,                0.92113,                0.48359,                 1.7146,                0.77988,                0.90662,                0.00307,                0.00307,                0.00307
                    213,                 1.4031,                 0.7064,                0.87927,                0.94227,                0.89728,                0.92868,                0.49049,                 1.7009,                0.77305,                0.90483,               0.003037,               0.003037,               0.003037
                    214,                 1.4071,                 0.7156,                0.87685,                 0.9509,                 0.8861,                0.94049,                0.49934,                 1.7127,                 0.7849,                0.90355,               0.003004,               0.003004,               0.003004
                    215,                 1.4019,                 0.7293,                0.87463,                0.94087,                0.89909,                0.93756,                0.50318,                 1.6951,                0.77622,                0.90554,               0.002971,               0.002971,               0.002971
                    216,                 1.3915,                0.70374,                0.88071,                0.93022,                 0.8983,                0.92523,                0.49206,                 1.7049,                0.79005,                0.90595,               0.002938,               0.002938,               0.002938
                    217,                 1.4269,                0.72134,                0.87846,                 0.9343,                0.89293,                0.92187,                 0.4892,                 1.7055,                0.80362,                0.90424,               0.002905,               0.002905,               0.002905
                    218,                 1.4034,                0.72359,                0.88485,                0.94721,                0.89616,                0.93701,                 0.4983,                 1.6746,                0.76946,                0.90032,               0.002872,               0.002872,               0.002872
                    219,                 1.4062,                0.71429,                0.87637,                0.94919,                0.89125,                0.93095,                0.49686,                 1.6829,                 0.7755,                 0.8998,               0.002839,               0.002839,               0.002839
                    220,                 1.3913,                0.69419,                0.87064,                0.93875,                0.91036,                0.93893,                0.49422,                 1.6951,                 0.7702,                0.90086,               0.002806,               0.002806,               0.002806
                    221,                 1.3969,                0.70417,                0.86769,                 0.9444,                0.91654,                0.94171,                0.49716,                 1.6968,                0.77119,                0.90097,               0.002773,               0.002773,               0.002773
                    222,                 1.3866,                0.70293,                 0.8686,                0.92793,                0.90568,                0.93747,                0.49986,                 1.6808,                0.77726,                 0.8997,                0.00274,                0.00274,                0.00274
                    223,                 1.3907,                0.69484,                0.87554,                0.91938,                0.90713,                0.92675,                0.49986,                 1.6609,                0.77045,                 0.8981,               0.002707,               0.002707,               0.002707
                    224,                 1.3619,                 0.6995,                0.87804,                 0.9265,                0.90438,                0.93325,                0.49393,                 1.6966,                0.78017,                0.90233,               0.002674,               0.002674,               0.002674
                    225,                 1.4003,                0.70515,                0.87291,                0.94498,                0.89935,                0.92733,                0.49584,                 1.7078,                0.77966,                 0.9024,               0.002641,               0.002641,               0.002641
                    226,                 1.3757,                0.69695,                0.87274,                0.93432,                0.90161,                0.93682,                0.49132,                 1.7137,                0.78409,                0.90405,               0.002608,               0.002608,               0.002608
                    227,                 1.3588,                0.68452,                 0.8753,                0.92933,                0.90305,                0.93094,                0.48516,                 1.7384,                0.80306,                0.91025,               0.002575,               0.002575,               0.002575
                    228,                 1.3666,                0.67911,                0.87136,                0.94547,                0.90141,                0.93463,                0.49798,                 1.7193,                0.78387,                0.90875,               0.002542,               0.002542,               0.002542
                    229,                 1.3426,                 0.6728,                0.86893,                0.94626,                0.90459,                0.93871,                0.49259,                 1.7235,                0.78937,                0.90648,               0.002509,               0.002509,               0.002509
                    230,                 1.3827,                0.69572,                0.87484,                0.95741,                0.89813,                0.93818,                0.49263,                 1.7142,                0.77657,                0.90572,               0.002476,               0.002476,               0.002476
                    231,                 1.3909,                0.71528,                0.86882,                0.95487,                0.89156,                0.94104,                0.49353,                 1.7175,                0.77323,                0.90556,               0.002443,               0.002443,               0.002443
                    232,                 1.3506,                0.67844,                0.86809,                0.96112,                0.89031,                0.94001,                0.50143,                 1.6936,                0.75415,                0.90173,                0.00241,                0.00241,                0.00241
                    233,                 1.3829,                0.69445,                0.86599,                0.94983,                0.89913,                0.93634,                0.49808,                 1.6861,                0.76119,                0.90208,               0.002377,               0.002377,               0.002377
                    234,                 1.3358,                0.66771,                0.86652,                0.96125,                0.88534,                0.93719,                0.51089,                 1.6849,                0.75791,                 0.9017,               0.002344,               0.002344,               0.002344
                    235,                 1.3573,                0.67319,                0.86913,                0.95701,                 0.8908,                0.93583,                 0.4962,                 1.7168,                0.75787,                0.90656,               0.002311,               0.002311,               0.002311
                    236,                 1.3519,                0.69994,                0.87329,                0.95154,                0.88248,                0.93469,                0.49554,                 1.6926,                0.74937,                0.90357,               0.002278,               0.002278,               0.002278
                    237,                  1.348,                0.67881,                0.86911,                0.96219,                 0.8922,                0.93748,                0.49454,                 1.6799,                0.75962,                0.89922,               0.002245,               0.002245,               0.002245
                    238,                  1.358,                0.68062,                0.87052,                0.94424,                 0.8962,                  0.947,                0.49899,                 1.6929,                0.76118,                0.90268,               0.002212,               0.002212,               0.002212
                    239,                 1.3553,                0.67794,                0.87313,                0.95409,                0.90878,                0.94939,                0.50475,                 1.6891,                0.74214,                0.89873,               0.002179,               0.002179,               0.002179
                    240,                 1.3363,                0.68529,                0.87238,                0.94319,                0.90845,                0.94176,                0.49164,                 1.7064,                0.77894,                0.90508,               0.002146,               0.002146,               0.002146
                    241,                 1.3485,                 0.6816,                0.86955,                0.93945,                0.91057,                0.93687,                0.49049,                 1.7026,                0.76319,                0.90418,               0.002113,               0.002113,               0.002113
                    242,                 1.3484,                0.67721,                 0.8698,                0.95302,                0.88509,                0.92627,                0.48715,                 1.7107,                0.76859,                 0.9044,                0.00208,                0.00208,                0.00208
                    243,                 1.3632,                0.68842,                0.86295,                0.96136,                0.91417,                0.94311,                0.49607,                 1.6879,                0.75004,                0.90254,               0.002047,               0.002047,               0.002047
                    244,                  1.341,                0.68797,                0.86624,                0.95504,                0.90938,                0.93882,                 0.4968,                 1.7316,                0.77259,                0.90702,               0.002014,               0.002014,               0.002014
                    245,                 1.3287,                0.67423,                 0.8725,                0.94124,                  0.909,                0.93219,                0.49789,                 1.7117,                0.77666,                 0.9048,               0.001981,               0.001981,               0.001981
                    246,                 1.3523,                0.67945,                0.86273,                0.94361,                0.88532,                0.92479,                0.49607,                 1.7052,                 0.7796,                0.90463,               0.001948,               0.001948,               0.001948
                    247,                 1.3441,                0.66343,                0.86367,                0.94988,                0.90967,                0.94004,                 0.4977,                 1.6897,                0.77314,                0.90267,               0.001915,               0.001915,               0.001915
                    248,                 1.3268,                0.66532,                0.85879,                0.93001,                0.90625,                0.93426,                0.49602,                 1.6932,                0.77414,                0.89997,               0.001882,               0.001882,               0.001882
                    249,                 1.3532,                0.67493,                0.87228,                0.96179,                0.87072,                0.93172,                0.49675,                  1.689,                0.79794,                0.90172,               0.001849,               0.001849,               0.001849
                    250,                 1.3348,                0.66851,                0.87184,                0.96075,                0.89835,                 0.9374,                0.50065,                 1.7027,                 0.7892,                0.90243,               0.001816,               0.001816,               0.001816
                    251,                 1.3415,                0.67783,                0.86295,                0.95611,                0.90186,                 0.9324,                0.50489,                 1.7146,                0.77675,                0.90423,               0.001783,               0.001783,               0.001783
                    252,                 1.3314,                0.67364,                0.85783,                0.95273,                0.90856,                0.93734,                0.50594,                 1.6932,                0.77238,                0.90169,                0.00175,                0.00175,                0.00175
                    253,                 1.3266,                0.65638,                0.86342,                0.96707,                0.89759,                0.94049,                0.50166,                 1.6871,                 0.7693,                0.90308,               0.001717,               0.001717,               0.001717
                    254,                 1.3361,                0.66956,                0.86774,                0.94898,                0.90482,                0.93736,                0.49769,                 1.7052,                0.77201,                0.90347,               0.001684,               0.001684,               0.001684
                    255,                 1.3076,                0.65682,                0.86245,                0.94789,                0.91411,                0.94035,                0.49653,                 1.7028,                0.76387,                0.90252,               0.001651,               0.001651,               0.001651
                    256,                 1.3033,                0.65369,                0.86586,                0.95236,                0.90513,                0.93876,                0.49361,                 1.6988,                0.76295,                0.90253,               0.001618,               0.001618,               0.001618
                    257,                 1.3438,                0.67065,                0.87106,                0.94736,                0.91568,                 0.9344,                0.49511,                 1.6975,                0.76394,                0.90309,               0.001585,               0.001585,               0.001585
                    258,                 1.2981,                0.66188,                 0.8646,                0.95189,                0.91281,                0.93723,                0.49967,                  1.686,                0.74645,                0.90165,               0.001552,               0.001552,               0.001552
                    259,                 1.3176,                0.65078,                0.86085,                 0.9601,                0.92097,                0.94347,                0.50189,                 1.6639,                0.74878,                0.89836,               0.001519,               0.001519,               0.001519
                    260,                 1.3009,                0.65466,                0.86169,                0.94644,                0.91906,                0.93723,                0.49478,                 1.6802,                0.74892,                0.90096,               0.001486,               0.001486,               0.001486
                    261,                 1.3026,                0.64782,                0.86766,                0.95124,                0.92284,                0.93908,                0.49801,                 1.6784,                0.75009,                0.90159,               0.001453,               0.001453,               0.001453
                    262,                 1.2954,                0.64372,                 0.8567,                0.95762,                0.92795,                0.94953,                0.50465,                 1.6817,                0.74464,                0.90231,                0.00142,                0.00142,                0.00142
                    263,                 1.3208,                0.65357,                0.86921,                0.94916,                0.91638,                0.94673,                0.49998,                 1.6797,                0.75059,                0.90147,               0.001387,               0.001387,               0.001387
                    264,                 1.2893,                0.64052,                0.85928,                0.94669,                0.92168,                0.94001,                0.50401,                  1.704,                0.76601,                0.90304,               0.001354,               0.001354,               0.001354
                    265,                 1.2848,                0.63899,                0.86341,                0.94312,                0.92859,                0.94322,                0.50128,                 1.6819,                0.73817,                0.89948,               0.001321,               0.001321,               0.001321
                    266,                 1.2836,                0.64553,                0.86741,                0.95202,                0.92339,                0.94779,                0.50296,                 1.6946,                0.74916,                0.89987,               0.001288,               0.001288,               0.001288
                    267,                 1.2806,                0.63643,                0.85259,                0.95928,                0.92282,                0.95035,                0.50374,                  1.688,                0.74291,                0.90161,               0.001255,               0.001255,               0.001255
                    268,                  1.288,                0.64615,                0.85849,                0.95601,                0.92761,                0.94946,                0.49898,                 1.7019,                0.74424,                0.90254,               0.001222,               0.001222,               0.001222
                    269,                 1.3034,                0.66049,                0.85284,                0.95192,                0.92111,                0.94426,                0.49846,                 1.6654,                 0.7441,                0.89927,               0.001189,               0.001189,               0.001189
                    270,                 1.2987,                0.66501,                0.85791,                0.94662,                0.91298,                0.93928,                0.49599,                 1.6739,                0.74413,                0.90163,               0.001156,               0.001156,               0.001156
                    271,                 1.2674,                0.64169,                0.85832,                0.94593,                0.91842,                0.93898,                0.50096,                 1.6765,                0.75507,                0.89941,               0.001123,               0.001123,               0.001123
                    272,                 1.2883,                0.65622,                0.85851,                0.95581,                0.92156,                0.93998,                0.48928,                 1.6938,                0.76844,                0.90282,                0.00109,                0.00109,                0.00109
                    273,                 1.2616,                0.61706,                0.85598,                0.95362,                0.91605,                0.93649,                0.49606,                 1.6825,                0.75671,                 0.9033,               0.001057,               0.001057,               0.001057
                    274,                 1.2523,                0.63471,                0.85921,                0.94482,                0.92546,                0.93539,                0.49765,                 1.6719,                0.75035,                0.90204,               0.001024,               0.001024,               0.001024
                    275,                 1.2483,                0.62487,                0.85608,                0.95035,                0.91273,                0.93837,                0.50471,                   1.68,                0.75892,                0.90095,               0.000991,               0.000991,               0.000991
                    276,                 1.2921,                0.65556,                0.85796,                0.95857,                0.90932,                 0.9411,                0.51096,                 1.6696,                0.74943,                0.90008,               0.000958,               0.000958,               0.000958
                    277,                 1.2661,                0.63207,                0.86527,                0.95345,                  0.904,                0.93296,                0.50408,                 1.6805,                0.75624,                0.90105,               0.000925,               0.000925,               0.000925
                    278,                 1.2814,                0.66504,                0.84675,                0.95272,                0.90668,                0.93304,                0.50413,                 1.6958,                0.75596,                0.90382,               0.000892,               0.000892,               0.000892
                    279,                  1.271,                0.64608,                0.85792,                 0.9374,                0.89604,                0.93241,                0.50171,                 1.6914,                0.76582,                 0.9044,               0.000859,               0.000859,               0.000859
                    280,                 1.2386,                0.62303,                0.85907,                 0.9375,                 0.9129,                0.93895,                0.50167,                 1.6914,                0.77212,                0.90263,               0.000826,               0.000826,               0.000826
                    281,                 1.2901,                0.66122,                0.85754,                 0.9433,                0.91306,                0.93621,                0.50557,                 1.6888,                0.75867,                0.90057,               0.000793,               0.000793,               0.000793
                    282,                 1.2569,                 0.6503,                0.85672,                0.95659,                0.90006,                0.93433,                0.49966,                 1.7024,                0.75978,                0.90181,                0.00076,                0.00076,                0.00076
                    283,                 1.2607,                  0.634,                0.85616,                0.94265,                0.91884,                0.93826,                0.49353,                 1.6946,                0.75829,                0.90106,               0.000727,               0.000727,               0.000727
                    284,                  1.254,                0.62715,                0.84987,                0.94243,                0.91378,                0.94363,                0.49545,                 1.6928,                0.76562,                0.90034,               0.000694,               0.000694,               0.000694
                    285,                 1.2559,                0.62149,                0.85098,                0.93921,                 0.9098,                 0.9358,                0.49839,                 1.6868,                0.77274,                0.89945,               0.000661,               0.000661,               0.000661
                    286,                 1.2412,                0.63026,                0.85607,                0.94483,                0.92171,                0.93859,                0.49983,                 1.6929,                 0.7739,                0.90011,               0.000628,               0.000628,               0.000628
                    287,                 1.2713,                0.63227,                0.85793,                0.94664,                0.91444,                0.93846,                0.49763,                 1.6991,                0.76129,                0.90274,               0.000595,               0.000595,               0.000595
                    288,                 1.2282,                 0.6096,                0.85554,                0.95725,                0.91934,                0.94583,                0.50693,                 1.6949,                0.75395,                 0.9017,               0.000562,               0.000562,               0.000562
                    289,                 1.2634,                0.64571,                0.85631,                0.96316,                0.91214,                0.94435,                0.50723,                 1.6934,                0.76163,                 0.9015,               0.000529,               0.000529,               0.000529
                    290,                 1.2269,                0.60758,                0.85893,                0.96393,                0.90887,                0.94355,                0.50522,                 1.6923,                0.76106,                 0.9019,               0.000496,               0.000496,               0.000496
                    291,                  1.264,                0.63662,                0.85329,                0.96209,                0.91135,                0.94379,                0.50047,                 1.6857,                0.75629,                 0.9012,               0.000463,               0.000463,               0.000463
                    292,                 1.2522,                0.63265,                0.84732,                0.96233,                0.91049,                0.94285,                0.49903,                 1.6916,                0.75487,                0.90237,                0.00043,                0.00043,                0.00043
                    293,                 1.2564,                0.62769,                0.84698,                0.96321,                0.91002,                0.94509,                0.50513,                 1.6819,                0.76886,                0.90178,               0.000397,               0.000397,               0.000397
                    294,                 1.2602,                0.62946,                0.85309,                0.95853,                 0.9157,                0.94225,                0.50932,                  1.678,                0.76899,                0.90043,               0.000364,               0.000364,               0.000364
                    295,                 1.2535,                0.62253,                0.85443,                0.95954,                0.91918,                0.94169,                0.50451,                 1.6817,                0.76067,                0.90109,               0.000331,               0.000331,               0.000331
                    296,                 1.2243,                0.61911,                0.85732,                 0.9583,                0.92113,                0.94159,                0.50626,                 1.6849,                0.75977,                0.90044,               0.000298,               0.000298,               0.000298
                    297,                 1.2397,                0.62473,                 0.8501,                0.95131,                0.91555,                0.93593,                0.50462,                 1.6923,                0.76697,                0.90092,               0.000265,               0.000265,               0.000265
                    298,                 1.2304,                0.61593,                0.84906,                0.95184,                0.91333,                0.93645,                 0.5042,                 1.6825,                0.76588,                 0.9007,               0.000232,               0.000232,               0.000232
                    299,                 1.2168,                0.62729,                0.85344,                 0.9573,                 0.9183,                0.94304,                0.50276,                 1.6866,                0.76625,                0.90199,               0.000199,               0.000199,               0.000199
                    300,                 1.2391,                0.62508,                0.85258,                0.95767,                0.91068,                0.93989,                 0.5034,                 1.6786,                0.76615,                0.90107,               0.000166,               0.000166,               0.000166
